Ensembl	GeneSymbol	R1t0_5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R2t0_5	R2t1	R2t2	R2t8	R2t16	R2t24	R2t30
ENSG00000100316	RPL3	0.03	0.06	0.11	-0.11	-0.05	0.08	0.18	-0.11	-0.21	-0.42	-0.1	-0.12	-0.12	-0.11
ENSG00000100347	SAMM50	-0.09	-0.19	-0.38	-0.82	-0.55	-0.29	-0.1	-0.17	-0.33	-0.66	-0.38	-0.38	-0.34	-0.33
ENSG00000100380	ST13	-0.03	-0.05	-0.09	-0.5	0.04	0.58	0.99	-0.07	-0.15	-0.3	0.03	-0.06	0.01	0.08
ENSG00000100410	PHF5A	-0.03	-0.06	-0.13	-0.41	-0.37	-0.33	-0.29	-0.07	-0.13	-0.26	-0.15	-0.23	-0.24	-0.25
ENSG00000100519	PSMC6	0	-0.01	-0.02	-0.21	-0.05	0	0.03	-0.11	-0.22	-0.45	-0.1	-0.12	-0.1	-0.08
ENSG00000100632	ERH	-0.05	-0.1	-0.2	-0.43	-0.24	-0.14	-0.08	-0.01	-0.03	-0.06	0.01	-0.11	-0.09	-0.07
ENSG00000100764	PSMC1	-0.03	-0.07	-0.15	-0.17	0.02	0.03	0.03	-0.07	-0.14	-0.27	-0.03	-0.03	-0.16	-0.21
ENSG00000100983	GSS	0.01	0.03	0.06	0	0.28	0.29	0.33	-0.03	-0.06	-0.11	0	0.08	0.15	0.2
ENSG00000101182	PSMA7	-0.04	-0.08	-0.15	-0.73	-0.49	-0.4	-0.34	-0.13	-0.25	-0.5	0.07	-0.29	-0.39	-0.43
ENSG00000101361	NOP56	0.02	0.04	0.08	-0.38	-0.21	0.03	0.19	-0.09	-0.18	-0.37	-0.66	-0.41	-0.29	-0.2
ENSG00000101596	SMCHD1	0.04	0.08	0.16	-0.02	0.02	0.03	0.02	0.11	0.22	0.44	0.33	0.37	0.42	0.45
ENSG00000102119	EMD	-0.12	-0.25	-0.5	-0.03	-0.03	-0.26	-0.46	0.13	0.26	0.53	0.67	0.58	0.5	0.44
ENSG00000102144	PGK1	0.01	0.03	0.05	-0.08	-0.13	0	0.11	-0.11	-0.21	-0.42	-0.37	-0.37	-0.06	0.06
ENSG00000104131	EIF3J	-0.02	-0.04	-0.07	-0.15	0.04	0.14	0.2	0.21	0.41	0.82	0.73	0.86	0.82	0.77
ENSG00000104408	EIF3E	0.02	0.05	0.09	-0.37	-0.07	0.13	0.28	-0.05	-0.1	-0.21	-0.01	-0.01	0.16	0.22
ENSG00000105197	TIMM50	-0.05	-0.11	-0.22	-0.12	-0.02	-0.02	-0.03	-0.03	-0.06	-0.13	0.13	0.05	0.03	0.01
ENSG00000105202	FBL	-0.03	-0.06	-0.12	-0.01	-0.15	-0.09	-0.02	-0.04	-0.07	-0.15	-0.29	-0.17	-0.13	-0.11
ENSG00000105220	GPI	0.04	0.08	0.16	-0.09	-0.26	0.06	0.36	-0.09	-0.17	-0.34	-0.24	-0.19	0.01	0.17
ENSG00000105323	HNRNPUL1	-0.08	-0.15	-0.31	-0.23	-0.32	-0.27	-0.21	0.1	0.2	0.38	0.53	0.34	0.43	0.52
ENSG00000105364	MRPL4	-0.06	-0.13	-0.26	-0.62	-0.39	-0.27	-0.17	-0.01	-0.01	-0.01	-0.19	-0.16	-0.01	0.11
ENSG00000105372	RPS19	0.03	0.06	0.12	0.12	0.09	0.1	0.1	0.01	0.01	0.03	0.25	0.25	0.19	0.16
ENSG00000105401	CDC37	0.06	0.13	0.25	-0.01	-0.08	-0.08	-0.08	-0.12	-0.24	-0.48	0.11	-0.05	-0.24	-0.39
ENSG00000105854	PON2	0.02	0.04	0.07	-0.34	-0.27	-0.09	0.04	-0.14	-0.28	-0.56	-0.67	-0.48	-0.32	-0.21
ENSG00000105953	OGDH	0.01	0.03	0.05	-0.11	-0.19	-0.09	-0.01	-0.08	-0.15	-0.3	-0.6	-0.5	-0.33	-0.21
ENSG00000106028	SSBP1	-0.02	-0.03	-0.06	-0.5	-0.21	0.05	0.25	-0.04	-0.08	-0.17	0.02	-0.02	-0.04	-0.05
ENSG00000106049	HIBADH	0.09	0.17	0.34	-0.05	-0.26	0.11	0.36	-0.24	-0.49	-0.98	-0.8	-0.7	-0.52	-0.38
ENSG00000106344	RBM28	-0.05	-0.1	-0.19	0.34	0.16	-0.01	-0.14	0.02	0.03	0.06	0.19	0.12	-0.01	-0.11
ENSG00000106397	PLOD3	-0.09	-0.18	-0.36	-0.48	-0.26	-0.16	-0.11	-0.06	-0.12	-0.23	0.09	0.14	0.06	0.02
ENSG00000106588	PSMA2	-0.02	-0.04	-0.08	-0.51	-0.26	-0.18	-0.09	-0.1	-0.21	-0.42	-0.49	-0.4	-0.31	-0.25
ENSG00000106605	BLVRA	-0.04	-0.09	-0.18	-0.26	-0.02	0.16	0.28	-0.03	-0.06	-0.12	0.02	0.04	0.06	0.08
ENSG00000106682	EIF4H	0.05	0.09	0.18	-0.05	-0.05	0.06	0.11	-0.01	-0.01	-0.04	0.01	-0.08	-0.05	-0.02
ENSG00000107833	NPM3	-0.17	-0.33	-0.67	-0.84	-0.81	-0.54	-0.31	0.12	0.24	0.48	-0.02	0.06	0.28	0.44
ENSG00000107937	GTPBP4	0.01	0.02	0.04	-0.48	-0.32	-0.23	-0.18	-0.07	-0.15	-0.29	-0.37	-0.39	-0.45	-0.5
ENSG00000108298	RPL19	0.01	0.03	0.06	0	0.03	0.07	0.1	-0.04	-0.08	-0.16	-0.11	-0.1	-0.11	-0.11
ENSG00000108424	KPNB1	0.08	0.15	0.31	0.54	0.24	0.12	0	0.26	0.51	1.02	0.58	0.85	0.55	0.27
ENSG00000108528	SLC25A11	-0.05	-0.1	-0.21	-0.07	-0.38	-0.18	-0.1	-0.18	-0.36	-0.73	-0.67	-0.47	-0.38	-0.3
ENSG00000108588	CCDC47	-0.05	-0.1	-0.2	0.23	0.24	0.16	0.13	0	0.01	0.02	0.33	0.33	0.3	0.28
ENSG00000108671	PSMD11	0.02	0.05	0.09	0.05	0.26	0.29	0.29	-0.11	-0.23	-0.46	-0.02	-0.02	-0.16	-0.21
ENSG00000108946	PRKAR1A	-0.07	-0.14	-0.27	-0.2	0.03	-0.05	-0.15	-0.02	-0.05	-0.09	0.24	-0.06	-0.38	-0.63
ENSG00000110107	PRPF19	-0.01	-0.02	-0.05	0.39	0.19	-0.04	-0.21	0.1	0.2	0.4	-0.05	-0.08	-0.06	-0.04
ENSG00000110321	EIF4G2	0.07	0.14	0.28	0.15	0	-0.07	-0.13	-0.11	-0.22	-0.45	-0.23	-0.27	-0.33	-0.37
ENSG00000110700	RPS13	-0.01	-0.01	-0.03	-0.22	-0.19	-0.11	-0.04	-0.03	-0.06	-0.13	-0.08	-0.05	-0.01	0.02
ENSG00000110711	AIP	-0.03	-0.06	-0.12	-0.22	-0.22	-0.09	0.03	-0.08	-0.15	-0.3	-0.24	-0.18	-0.1	-0.03
ENSG00000110717	NDUFS8	-0.05	-0.1	-0.2	-0.16	-0.15	-0.13	-0.12	0.03	0.05	0.11	0.15	0.01	0.08	0.16
ENSG00000110955	ATP5B	0.08	0.16	0.32	0.22	-0.15	-0.12	-0.1	-0.24	-0.48	-0.96	-0.72	-0.72	-0.66	-0.6
ENSG00000111057	KRT18	0.03	0.06	0.11	0.38	0.17	-0.15	-0.39	-0.03	-0.05	-0.1	0.14	-0.23	-0.47	-0.68
ENSG00000111142	METAP2	0	-0.01	-0.02	0.12	-0.02	0	0.02	0	-0.01	-0.01	-0.31	-0.18	-0.11	-0.06
ENSG00000111144	LTA4H	-0.03	-0.06	-0.12	-0.65	-0.3	0.07	0.35	-0.04	-0.08	-0.15	-0.06	0.12	0.23	0.3
ENSG00000111667	USP5	-0.07	-0.14	-0.28	-0.71	-0.63	-0.48	-0.36	-0.18	-0.37	-0.74	-0.5	-0.5	-0.46	-0.45
ENSG00000111669	TPI1	-0.02	-0.04	-0.09	-0.48	-0.42	-0.37	-0.33	-0.13	-0.26	-0.51	-0.43	-0.38	-0.23	-0.11
ENSG00000111786	SRSF9	0.06	0.11	0.22	-0.22	-0.15	-0.04	0.04	-0.16	-0.31	-0.62	-0.21	-0.21	-0.42	-0.49
ENSG00000112208	BAG2	-0.05	-0.1	-0.2	-0.23	-0.21	-0.04	0.09	0	-0.01	-0.01	-0.25	0.02	0.13	0.19
ENSG00000113387	SUB1	-0.07	-0.13	-0.25	-0.66	-0.35	-0.15	-0.01	-0.03	-0.07	-0.14	-0.18	-0.18	-0.15	-0.12
ENSG00000113460	BRIX1	0.09	0.19	0.39	0.55	0.44	0.3	0.2	0.07	0.13	0.26	-0.21	-0.08	0.04	0.13
ENSG00000113643	RARS	0.06	0.11	0.22	0.41	0.38	0.36	0.34	0.07	0.13	0.25	0.34	0.34	0.22	0.12
ENSG00000113657	DPYSL3	-0.03	-0.06	-0.12	-0.49	-0.33	-0.16	-0.02	-0.04	-0.08	-0.15	-0.49	-0.37	-0.3	-0.24
ENSG00000113719	ERGIC1	-0.12	-0.25	-0.5	-0.9	-0.48	-0.24	-0.07	0.05	0.11	0.21	-0.03	0.03	0.07	0.09
ENSG00000113758	DBN1	0.01	0.01	0.03	-0.09	-0.23	-0.45	-0.62	-0.02	-0.03	-0.05	-0.15	-0.27	-0.48	-0.66
ENSG00000114302	PRKAR2A	-0.04	-0.08	-0.16	-0.56	-0.05	0.46	0.84	-0.01	-0.01	-0.04	-0.4	-0.27	-0.16	-0.08
ENSG00000114491	UMPS	0.06	0.13	0.26	0.17	0.08	0.1	0.13	-0.02	-0.05	-0.1	-0.64	-0.44	-0.31	-0.22
ENSG00000114573	ATP6V1A	0	0	-0.01	-0.21	-0.49	-0.27	-0.05	-0.07	-0.14	-0.28	-0.48	-0.48	-0.16	-0.04
ENSG00000114686	MRPL3	0	0	0.01	-0.18	0.12	0.23	0.29	-0.06	-0.12	-0.23	0.11	0.16	0.15	0.14
ENSG00000114942	EEF1B2	-0.04	-0.07	-0.13	-0.03	0.05	0.12	0.17	0	0	0	0.09	0.18	0.21	0.23
ENSG00000115091	ACTR3	0.04	0.08	0.16	-0.18	-0.18	-0.23	-0.28	0.02	0.03	0.06	-0.16	-0.21	-0.32	-0.41
ENSG00000115241	PPM1G	0.06	0.12	0.24	0.25	0.07	0.04	0.02	-0.17	-0.34	-0.67	-0.2	-0.21	-0.25	-0.28
ENSG00000115364	MRPL19	-0.02	-0.03	-0.06	-0.46	-0.34	-0.19	-0.07	0.03	0.06	0.13	-0.16	-0.05	-0.03	-0.02
ENSG00000115368	WDR75	0.06	0.12	0.24	0.04	0.09	0.2	0.28	0.06	0.12	0.26	-0.19	-0.03	-0.04	-0.05
ENSG00000115419	GLS	-0.02	-0.04	-0.09	-0.28	-0.08	-0.1	-0.14	0.05	0.11	0.22	-0.14	-0.18	-0.2	-0.23
ENSG00000115484	CCT4	0.04	0.08	0.17	0.16	0.1	0.13	0.17	-0.04	-0.08	-0.15	-0.09	0.01	0.01	0
ENSG00000116120	FARSB	0.02	0.03	0.06	-0.1	0.04	0.25	0.41	-0.2	-0.4	-0.81	-0.39	-0.26	-0.03	0.15
ENSG00000116161	CACYBP	-0.02	-0.04	-0.07	-0.24	-0.17	-0.03	0.09	-0.02	-0.03	-0.07	-0.15	-0.1	0.01	0.1
ENSG00000116191	RALGPS2	0.04	0.09	0.17	-0.24	-0.27	-0.01	0.22	0.03	0.05	0.1	-0.27	-0.05	0.06	0.13
ENSG00000116251	RPL22	-0.02	-0.04	-0.08	-0.59	-0.42	-0.16	0.03	-0.03	-0.07	-0.15	-0.38	-0.34	-0.15	0
ENSG00000116459	ATP5F1	-0.07	-0.15	-0.29	-0.86	-0.6	-0.26	-0.01	-0.1	-0.2	-0.4	-0.38	-0.41	-0.34	-0.27
ENSG00000116489	CAPZA1	0	0	0	-0.5	-0.37	-0.13	0.04	-0.06	-0.12	-0.25	-0.64	-0.51	-0.37	-0.26
ENSG00000116754	SRSF11	0.13	0.27	0.54	0.56	0.63	0.57	0.53	0.11	0.22	0.44	0.6	0.59	0.35	0.13
ENSG00000117054	ACADM	0	0	-0.01	-0.14	0.09	0.21	0.32	-0.01	-0.02	-0.04	-0.05	0.1	0.16	0.19
ENSG00000117395	EBNA1BP2	0.02	0.05	0.1	-0.14	0	-0.01	-0.03	-0.03	-0.05	-0.09	-0.23	-0.27	-0.33	-0.38
ENSG00000118181	RPS25	-0.04	-0.09	-0.18	-0.68	-0.4	-0.19	-0.04	0	0	0	-0.19	-0.26	-0.07	0.03
ENSG00000119318	RAD23B	-0.02	-0.04	-0.08	-0.41	-0.14	-0.08	-0.06	0.04	0.07	0.15	0.17	0.15	0.05	-0.05
ENSG00000119705	SLIRP	-0.03	-0.06	-0.13	-0.6	-0.41	-0.29	-0.2	0.03	0.06	0.11	-0.36	-0.22	-0.17	-0.12
ENSG00000120158	RCL1	0.01	0.03	0.06	-0.19	0	0.17	0.3	-0.12	-0.23	-0.46	-0.18	-0.28	-0.24	-0.19
ENSG00000120694	HSPH1	0	0	-0.01	-0.43	-0.32	-0.08	0.11	0.04	0.08	0.16	-0.35	-0.04	-0.02	-0.02
ENSG00000120800	UTP20	-0.07	-0.14	-0.27	-0.03	-0.22	-0.14	-0.05	0	0	0	-0.41	-0.25	-0.08	0.04
ENSG00000120948	TARDBP	-0.05	-0.1	-0.2	-0.77	-0.56	-0.31	-0.13	-0.1	-0.19	-0.38	-0.59	-0.58	-0.3	-0.1
ENSG00000120992	LYPLA1	-0.07	-0.14	-0.28	-0.7	-0.52	-0.15	0.12	-0.04	-0.09	-0.17	-0.42	-0.23	-0.02	0.14
ENSG00000121892	PDS5A	-0.1	-0.2	-0.4	-0.46	-0.2	0.17	0.46	-0.07	-0.14	-0.29	-0.21	-0.21	-0.21	-0.21
ENSG00000122026	RPL21	-0.03	-0.05	-0.11	-0.6	-0.38	-0.11	0.09	0.03	0.05	0.1	-0.2	-0.05	0.1	0.22
ENSG00000122406	RPL5	-0.01	-0.01	-0.03	0.12	0.12	0.12	0.11	-0.06	-0.13	-0.26	-0.06	-0.05	-0.08	-0.09
ENSG00000122565	CBX3	0.02	0.04	0.09	-0.35	-0.29	-0.1	0.05	0.02	0.04	0.08	-0.27	-0.18	-0.07	0.01
ENSG00000122642	FKBP9	-0.07	-0.14	-0.27	-0.28	-0.13	0	0.11	-0.05	-0.09	-0.18	-0.19	-0.1	-0.41	-0.59
ENSG00000122692	SMU1	0	0	0.01	-0.22	-0.17	-0.14	-0.11	0	0.01	0.01	-0.03	-0.19	-0.11	-0.08
ENSG00000122787	AKR1D1	0	0.01	0.03	-0.04	-0.04	-0.06	-0.07	-0.02	-0.04	-0.09	-0.23	-0.18	-0.2	-0.22
ENSG00000123146	CD97	-0.06	-0.13	-0.25	-0.68	-0.26	-0.18	-0.08	-0.05	-0.1	-0.2	-0.1	0.05	0.13	0.18
ENSG00000124193	SRSF6	-0.03	-0.06	-0.11	0.01	-0.06	-0.14	-0.19	0.03	0.07	0.13	-0.16	-0.18	-0.1	-0.03
ENSG00000124383	MPHOSPH10	0.09	0.19	0.37	0.17	-0.01	0.01	0.04	0.03	0.07	0.14	0.45	0.28	0.04	-0.15
ENSG00000124614	RPS10	-0.03	-0.06	-0.13	-0.43	-0.29	-0.17	-0.07	0.02	0.04	0.08	0.15	0.05	0.11	0.17
ENSG00000124795	DEK	-0.05	-0.09	-0.19	0.22	-0.04	-0.04	-0.08	-0.07	-0.14	-0.27	-0.19	-0.19	-0.03	0.03
ENSG00000124802	EEF1E1	0.01	0.02	0.05	0.3	0.01	0.04	0.04	-0.08	-0.15	-0.3	-0.24	-0.18	-0.18	-0.16
ENSG00000124942	AHNAK	-0.07	-0.15	-0.31	-0.55	-0.25	0	0.2	-0.07	-0.14	-0.29	-0.29	-0.28	-0.18	-0.1
ENSG00000125691	RPL23	-0.04	-0.08	-0.16	-0.36	-0.28	-0.12	0.01	-0.03	-0.05	-0.11	-0.13	-0.15	-0.07	0
ENSG00000125835	SNRPB	0.02	0.05	0.1	-0.01	-0.39	-0.25	-0.14	-0.13	-0.25	-0.51	-0.59	-0.54	-0.39	-0.27
ENSG00000125970	RALY	-0.08	-0.15	-0.31	-0.38	-0.33	-0.43	-0.52	-0.09	-0.19	-0.39	-0.04	-0.3	-0.33	-0.33
ENSG00000126067	PSMB2	-0.11	-0.22	-0.43	-0.93	-0.45	-0.18	0	-0.12	-0.24	-0.47	-0.13	-0.13	-0.11	-0.09
ENSG00000126261	UBA2	0.02	0.04	0.07	0.38	0.07	0.17	0.19	0.02	0.04	0.07	-0.04	-0.02	0.07	0.14
ENSG00000126602	TRAP1	-0.04	-0.07	-0.15	-0.18	-0.38	-0.17	0.02	-0.24	-0.47	-0.96	-0.91	-0.77	-0.54	-0.36
ENSG00000127445	PIN1	-0.08	-0.16	-0.33	-0.43	-0.38	-0.38	-0.38	-0.04	-0.08	-0.17	-0.38	-0.41	-0.29	-0.23
ENSG00000128059	PPAT	0.04	0.09	0.18	-0.1	-0.06	-0.01	0.02	-0.03	-0.05	-0.11	-0.24	-0.18	-0.16	-0.15
ENSG00000128708	HAT1	-0.05	-0.1	-0.2	-0.49	-0.39	-0.18	-0.03	-0.02	-0.04	-0.07	-0.48	-0.45	-0.42	-0.4
ENSG00000129084	PSMA1	-0.03	-0.07	-0.14	-0.31	-0.1	0.05	0.15	0.02	0.04	0.08	0.16	0.13	0.28	0.41
ENSG00000129235	TXNDC17	-0.12	-0.24	-0.48	-0.94	-0.74	-0.58	-0.47	-0.02	-0.04	-0.09	-0.51	-0.43	-0.34	-0.27
ENSG00000129255	HBEBP2BPA	0	0	-0.01	-0.35	0.04	0.32	0.52	-0.17	-0.34	-0.67	-0.37	-0.27	-0.2	-0.16
ENSG00000129351	ILF3	-0.02	-0.04	-0.07	-0.33	-0.32	-0.16	-0.01	-0.06	-0.13	-0.26	-0.5	-0.43	-0.26	-0.12
ENSG00000129515	SNX6	0.01	0.02	0.04	-0.14	-0.15	-0.17	-0.2	-0.01	-0.02	-0.03	0.09	0.09	0.01	-0.05
ENSG00000129559	NEDD8	0.03	0.05	0.11	-0.02	-0.08	-0.1	-0.11	0.02	0.04	0.09	-0.17	-0.26	-0.19	-0.11
ENSG00000130726	TRIM28	-0.11	-0.21	-0.42	0	-0.18	-0.19	-0.21	-0.17	-0.34	-0.67	-0.29	-0.18	-0.15	-0.13
ENSG00000131467	PSME3	0	0	0	-0.51	-0.42	-0.2	-0.03	-0.23	-0.47	-0.93	-0.53	-0.53	-0.45	-0.43
ENSG00000131469	RPL27	-0.01	-0.02	-0.03	-0.31	-0.16	0	0.12	0.03	0.05	0.11	0.02	-0.03	0.05	0.11
ENSG00000131795	RBM8A	-0.02	-0.04	-0.07	-0.03	0.15	0.1	0.04	-0.01	-0.01	-0.02	0.15	0.06	-0.04	-0.12
ENSG00000132153	DHX30	-0.02	-0.05	-0.1	0.33	0.07	-0.14	-0.3	0.03	0.05	0.11	-0.33	-0.1	0.05	0.16
ENSG00000132300	PTCD3	-0.04	-0.09	-0.19	-0.43	-0.3	-0.06	0.13	-0.01	-0.02	-0.05	-0.41	-0.23	-0.02	0.15
ENSG00000132341	RAN	0.04	0.08	0.16	-0.26	-0.56	-0.13	0.09	-0.08	-0.16	-0.33	-0.7	-0.48	-0.3	-0.17
ENSG00000133706	LARS	-0.07	-0.14	-0.27	0.11	0.33	0.27	0.22	0.03	0.07	0.15	0.56	0.47	0.33	0.23
ENSG00000134202	GSTM3	-0.04	-0.08	-0.16	-0.54	-0.34	-0.14	0.01	-0.02	-0.03	-0.07	-0.13	-0.1	0	0.09
ENSG00000134717	BTF3L4	-0.04	-0.08	-0.17	-0.05	-0.26	-0.48	-0.66	0.04	0.09	0.18	-0.18	-0.18	-0.22	-0.24
ENSG00000134900	TPP2	0.11	0.21	0.43	0.56	0.47	0.28	0.12	0.12	0.23	0.47	0.56	0.39	0.19	0.03
ENSG00000134987	WDR36	0.08	0.16	0.32	0.19	0.18	0.2	0.22	-0.09	-0.18	-0.36	-0.19	-0.17	-0.17	-0.17
ENSG00000135250	SRPK2	0	0.01	0.03	-0.23	-0.35	-0.35	-0.37	0.02	0.04	0.09	-0.01	0.15	0.1	0.05
ENSG00000135372	NAT10	0	-0.01	-0.02	-0.27	-0.27	0.01	0.12	-0.14	-0.28	-0.57	-0.54	-0.31	-0.28	-0.24
ENSG00000135900	MRPL44	-0.01	-0.02	-0.04	-0.54	-0.35	-0.15	0	0.01	0.02	0.05	-0.2	-0.18	-0.05	0.06
ENSG00000135940	COX5B	-0.09	-0.18	-0.36	-0.59	-0.35	-0.15	-0.01	0.03	0.06	0.13	0.1	0.12	0.13	0.14
ENSG00000136153	LMO7	0.11	0.22	0.45	0.35	0.26	0.24	0.23	-0.04	-0.09	-0.18	-0.39	-0.2	-0.11	-0.06
ENSG00000136193	SCRN1	0.01	0.02	0.03	-0.18	-0.27	-0.06	0.13	-0.05	-0.11	-0.21	-0.08	-0.14	-0.1	-0.06
ENSG00000136270	TBRG4	0	0	-0.01	-0.19	-0.25	-0.16	-0.07	-0.01	-0.03	-0.06	-0.35	-0.32	-0.17	-0.08
ENSG00000136271	DDX56	0.08	0.17	0.34	0.61	0.25	0.08	-0.02	0.05	0.09	0.18	-0.07	0.01	-0.02	-0.05
ENSG00000136279	DBNL	0.01	0.02	0.05	0.07	-0.16	-0.07	0	-0.17	-0.34	-0.69	-0.51	-0.42	-0.36	-0.32
ENSG00000136527	TRA2B	0.07	0.15	0.3	0.08	0.09	0.01	-0.07	0.07	0.14	0.29	-0.05	0	-0.06	-0.11
ENSG00000136824	SMC2	-0.01	-0.03	-0.06	0.09	-0.21	-0.35	-0.48	-0.03	-0.06	-0.13	-0.36	-0.3	-0.35	-0.41
ENSG00000136830	FAM129B	-0.02	-0.04	-0.08	0.16	-0.16	0.07	0.16	-0.05	-0.1	-0.2	-0.35	-0.08	0.07	0.16
ENSG00000136938	ANP32B	-0.01	-0.01	-0.03	-0.08	-0.19	-0.08	0.02	-0.09	-0.19	-0.37	-0.34	-0.21	-0.15	-0.12
ENSG00000136942	RPL35	-0.03	-0.05	-0.1	-0.36	-0.28	-0.17	-0.09	0.01	0.03	0.06	0.03	-0.12	-0.09	-0.06
ENSG00000137055	PLAA	0.05	0.1	0.21	0.28	0.48	0.48	0.45	0.04	0.09	0.19	0.13	0.24	0.24	0.23
ENSG00000137106	GRHPR	0.01	0.03	0.05	0.06	-0.01	0.03	0.04	-0.05	-0.1	-0.21	-0.16	-0.2	-0.12	-0.05
ENSG00000137154	RPS6	0	0	0	0.04	0.02	0.05	0.07	-0.03	-0.07	-0.13	-0.09	-0.05	-0.03	-0.02
ENSG00000137818	RPLP1	0	0	0	0	0.01	0.02	0.03	0	0	0	0.02	-0.03	-0.01	0.02
ENSG00000138071	ACTR2	-0.13	-0.27	-0.53	-0.74	-0.36	-0.44	-0.43	0.03	0.06	0.12	-0.35	-0.24	-0.16	-0.1
ENSG00000138107	ACTR1A	0.02	0.04	0.09	-0.02	-0.29	-0.36	-0.41	-0.03	-0.05	-0.1	-0.4	-0.46	-0.49	-0.51
ENSG00000138119	MYOF	-0.13	-0.26	-0.51	-0.34	-0.13	-0.17	-0.23	0.07	0.14	0.29	-0.22	0.13	0.03	0.01
ENSG00000138663	COPS4	-0.03	-0.06	-0.11	-0.07	-0.18	-0.23	-0.27	-0.02	-0.04	-0.08	0.26	0.18	0.11	0.06
ENSG00000138757	G3BP2	0.02	0.04	0.09	-0.23	-0.22	-0.13	-0.07	-0.05	-0.11	-0.23	0.15	-0.05	-0.12	-0.15
ENSG00000138758	Sep-11	-0.04	-0.08	-0.15	-0.38	-0.59	-0.48	-0.37	-0.05	-0.1	-0.2	-0.7	-0.47	-0.35	-0.26
ENSG00000139180	NDUFA9	-0.06	-0.13	-0.24	-0.46	-0.28	-0.23	-0.2	-0.14	-0.28	-0.56	-0.12	-0.17	-0.18	-0.18
ENSG00000139842	CUL4A	0.15	0.31	0.61	0.35	0.28	0.22	0.18	-0.08	-0.17	-0.33	-0.37	-0.34	-0.35	-0.37
ENSG00000139921	TMX1	0.02	0.04	0.07	-0.14	-0.12	0.05	0.2	0.01	0.01	0.03	-0.18	-0.09	0.04	0.15
ENSG00000140575	IQGAP1	-0.05	-0.1	-0.2	0.06	-0.01	-0.14	-0.25	0.02	0.05	0.1	0.06	0	-0.16	-0.28
ENSG00000140718	FTO	-0.03	-0.06	-0.12	-0.3	-0.25	-0.11	0.01	-0.06	-0.13	-0.26	-0.27	-0.17	-0.03	0.07
ENSG00000140988	RPS2	0.03	0.05	0.1	0.49	0.35	0.23	0.14	-0.01	-0.03	-0.05	-0.01	0.02	-0.06	-0.12
ENSG00000141076	CIRH1A	-0.02	-0.04	-0.08	0.42	0.18	0.11	0.06	-0.07	-0.15	-0.3	-0.26	-0.15	-0.12	-0.11
ENSG00000141367	CLTC	0	0	0.01	-0.03	0.14	0.14	0.1	-0.03	-0.05	-0.11	0.21	0.02	-0.15	-0.27
ENSG00000141522	ARHGDIA	-0.1	-0.19	-0.39	-0.81	-1.01	-0.76	-0.52	-0.14	-0.27	-0.53	-1.03	-0.8	-0.55	-0.35
ENSG00000141543	EIF4A3	0.12	0.24	0.48	0.29	-0.14	-0.11	-0.05	-0.09	-0.17	-0.34	-0.79	-0.67	-0.58	-0.52
ENSG00000141985	SH3GL1	-0.03	-0.06	-0.12	-0.25	-0.02	-0.03	-0.06	-0.05	-0.11	-0.22	-0.29	-0.37	-0.26	-0.17
ENSG00000142507	PSMB6	-0.11	-0.22	-0.43	-0.31	-0.1	0.12	0.28	-0.06	-0.12	-0.24	-0.11	-0.17	-0.06	0.05
ENSG00000142534	RPS11	-0.03	-0.06	-0.12	-0.55	-0.25	-0.06	0.07	-0.01	-0.02	-0.05	0.06	-0.25	0.08	0.23
ENSG00000142676	RPL11	-0.02	-0.05	-0.1	-0.4	-0.24	-0.14	-0.08	-0.03	-0.05	-0.1	-0.11	-0.17	-0.15	-0.13
ENSG00000142937	RPS8	0	0	0	-0.36	-0.23	-0.11	-0.02	0.01	0.01	0.03	0.04	-0.13	-0.1	-0.06
ENSG00000142949	PTPRF	-0.05	-0.1	-0.19	-0.41	-0.28	-0.25	-0.23	-0.02	-0.04	-0.08	-0.07	-0.24	-0.3	-0.33
ENSG00000143222	UFC1	-0.04	-0.09	-0.18	-0.7	-0.39	-0.09	0.13	-0.13	-0.26	-0.52	-0.01	-0.01	-0.06	-0.08
ENSG00000143321	HDGF	0.01	0.03	0.07	-0.17	-0.12	-0.05	0.01	-0.09	-0.19	-0.39	-0.43	-0.42	-0.4	-0.38
ENSG00000143569	UBAP2L	-0.05	-0.09	-0.17	-0.25	-0.41	-0.36	-0.29	-0.13	-0.26	-0.51	-0.73	-0.48	-0.26	-0.1
ENSG00000143621	ILF2	0.06	0.12	0.24	0.15	0.17	0.1	0.04	-0.04	-0.08	-0.15	0.13	-0.11	-0.2	-0.26
ENSG00000143742	SRP9	-0.03	-0.06	-0.12	-0.28	-0.33	-0.27	-0.24	-0.1	-0.2	-0.4	-0.6	-0.43	-0.35	-0.3
ENSG00000143815	LBR	-0.01	-0.01	-0.03	-0.37	-0.34	-0.26	-0.2	-0.01	-0.02	-0.04	-0.47	-0.28	-0.13	-0.02
ENSG00000144524	COPS7B	0.07	0.13	0.27	0.17	0.06	0.11	0.16	-0.08	-0.16	-0.32	-0.44	-0.33	-0.23	-0.14
ENSG00000145425	RPS3A	-0.02	-0.03	-0.06	-0.06	-0.03	-0.01	0	-0.04	-0.08	-0.17	-0.05	-0.06	-0.05	-0.03
ENSG00000145907	G3BP1	-0.11	-0.23	-0.45	-0.97	-0.58	-0.31	-0.1	-0.06	-0.12	-0.23	-0.42	-0.73	-0.61	-0.5
