Pathway_name	Filename	Column_header	Value
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	SAMHD1_t592
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	NSFL1C_s140
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	SRRM2_t1413
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	SRRM2_s1326
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	SRRM2_s1329
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	SRRM2_t866
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	ZC3HC1_s395
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	KLF3_s250
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	DCP1A_s62
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	HJURP_s486
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	GSK3A_y279
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	NUCKS1_s181
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	CDC25C_s216
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	FOXL2_s33
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	EFHD2_s74
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	CCNL2_s369
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	CCNL2_s338
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	ATRIP_s224
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	PPP1R14A_s130
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	CDK11B_s752
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	NUP35_s73
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	PDCD4_s457
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	NCOA1_s395
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	MOB1B_t35
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	HNRNPA3_y360
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	ACACA_s80
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	PRKCD_s645
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	PRKCD_t218
phospho	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt	gene_symbol_site	ISCU_s14
