Ensembl	GeneSymbol	R1t0_5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R2t0_5	R2t1	R2t2	R2t8	R2t16	R2t24	R2t30
ENSG00000111799	COL12A1	-0.25	-0.51	-1.03	-1.72	-2.1	-2.5	-2.82	-0.27	-0.55	-1.09	-2.34	-2.12	-1.98	-1.88
ENSG00000112739	PRPF4B	-0.87	-1.73	-3.47	-1.45	-2.16	-2.71	-3.11	0.05	0.1	0.19	0.18	-0.18	-0.55	-0.83
ENSG00000113712	CSNK1A1	-0.16	-0.32	-0.64	-0.94	-0.77	-0.08	0.51	0.01	0.02	0.04	-1.26	-1.11	-1.21	-1.32
ENSG00000114209	PDCD10	0.36	0.73	1.42	0.38	0.44	0.7	0.9	-0.15	-0.31	-0.61	-1.41	-0.59	-0.49	-0.27
ENSG00000115641	FHL2	-0.07	-0.14	-0.28	-0.48	-1.15	-1.38	-1.51	-0.06	-0.11	-0.21	-0.3	-0.34	-0.6	-0.81
ENSG00000117360	PRPF3	0.06	0.11	0.21	-0.12	0.83	1	1.06	-0.13	-0.26	-0.53	-2.21	-2.02	-1.45	-1.02
ENSG00000119596	YLPM1	0.39	0.77	1.55	0.68	0.04	0.15	0.3	0.14	0.29	0.56	-1.75	-0.98	-0.15	0.47
ENSG00000119912	IDE	0.18	0.35	0.7	-1.16	-0.35	0.59	1.31	-0.26	-0.52	-1.01	-2.55	-1.09	-0.56	-0.27
ENSG00000119953	SMNDC1	-0.68	-1.36	-2.72	-0.13	-0.21	0.39	0.91	-0.19	-0.38	-0.75	-1.26	-1.62	-1.56	-1.59
ENSG00000123737	EXOSC9	-0.07	-0.14	-0.29	0.21	-0.35	-0.24	-0.1	-0.13	-0.26	-0.52	-0.46	-0.71	-0.86	-0.95
ENSG00000124181	PLCG1	-0.58	-1.16	-2.33	-0.81	-1.05	-1.26	-1.42	-0.28	-0.56	-1.12	0.1	-0.79	-1.35	-1.74
ENSG00000124228	DDX27	-0.24	-0.48	-0.96	-0.97	-0.94	-0.83	-0.74	0.01	0.02	0.05	0.16	-0.44	-0.67	-0.89
ENSG00000124299	PEPD	0.04	0.09	0.19	-0.6	-0.34	-0.28	-0.22	-0.1	-0.2	-0.4	-1.9	-0.95	-0.66	-0.5
ENSG00000124541	RRP36	0	-0.01	-0.05	-0.35	-1.3	-1.43	-1.44	-0.35	-0.7	-1.4	-0.08	0.02	-0.55	-1.02
ENSG00000124610	HIST1H1A	-0.3	-0.6	-1.19	-0.7	0.13	1.11	1.86	0.08	0.16	0.32	-0.61	-0.5	-0.71	-0.89
ENSG00000125304	TM9SF2	-0.24	-0.47	-0.93	-1.49	-1.38	-0.73	-0.18	0.07	0.13	0.26	-1.02	-1.47	-1.9	-2.23
ENSG00000125450	NUP85	-0.58	-1.17	-2.33	-1.16	-1.82	-2.31	-2.65	-0.01	-0.03	-0.05	-0.95	-0.61	-0.39	-0.23
ENSG00000125676	THOC2	-0.23	-0.45	-0.91	1.29	0.27	0.24	0.31	-0.09	-0.19	-0.37	-0.92	-0.19	-0.27	-0.22
ENSG00000125995	ROMO1	-0.15	-0.31	-0.62	-0.93	-1.2	-0.71	-0.31	0.03	0.06	0.12	-1.51	-1.08	-0.65	-0.33
ENSG00000126247	CAPNS1	0.06	0.12	0.22	0.21	-0.13	-0.38	-0.56	-0.05	-0.1	-0.19	-1.6	-1.34	-1.32	-1.33
ENSG00000126883	NUP214	-0.8	-1.6	-3.19	-1.47	-1.9	-1.98	-2.01	-0.05	-0.09	-0.2	-0.48	-1.07	-1.21	-1.28
ENSG00000127603	MACF1	-0.53	-1.07	-2.12	0.46	-0.54	-1.37	-1.99	0.11	0.22	0.43	-0.91	-0.3	-0.27	-0.15
ENSG00000127824	TUBA4A	0.06	0.12	0.25	0.06	0.14	0.25	0.33	0.05	0.09	0.19	-0.17	-0.15	-0.14	-0.13
ENSG00000129460	NGDN	-0.06	-0.12	-0.24	0.23	0.2	0.26	0.32	-0.05	-0.1	-0.19	1.01	1.07	0.45	-0.01
ENSG00000130303	BST2	-1.01	-2.02	-4.03	-2.07	-1.97	-1.73	-1.57	-0.26	-0.52	-1.04	-1.43	-1.2	-0.72	-0.33
ENSG00000130638	ATXN10	-0.03	-0.06	-0.13	-0.57	-1.09	-1.27	-1.45	-0.03	-0.06	-0.1	-1.13	-1.05	-0.91	-0.81
ENSG00000130939	UBE4B	0.13	0.26	0.53	1.37	1.17	0.95	0.8	0.13	0.26	0.51	-1.28	-0.92	-0.8	-0.74
ENSG00000131016	AKAP12	-0.34	-0.69	-1.36	-1.78	-1.2	-0.69	-0.32	-0.14	-0.28	-0.56	-1.99	-1.46	-1.31	-1.23
ENSG00000131876	SNRPA1	-0.14	-0.27	-0.55	0	-0.44	-0.46	-0.45	0	0.01	0.03	-1.41	-0.49	0.43	1.13
ENSG00000132002	DNAJB1	-0.09	-0.19	-0.38	0.01	-0.65	-1.06	-1.39	0	-0.01	-0.01	-1.03	-0.9	-0.84	-0.81
ENSG00000132475	H3F3A	-0.05	-0.09	-0.19	-0.22	-0.1	-0.28	-0.44	0.18	0.36	0.72	1.69	0.96	0.15	-0.46
ENSG00000132589	FLOT2	-0.62	-1.24	-2.48	-3.37	-2.61	-2	-1.56	-0.16	-0.33	-0.65	-2.78	-2.33	-1.97	-1.71
ENSG00000132646	PCNA	0.09	0.18	0.35	-0.12	-0.35	-0.49	-0.59	-0.08	-0.16	-0.31	-0.31	-0.36	-0.21	-0.08
ENSG00000132716	DCAF8	0.51	1.01	2.03	2.01	1.89	1.84	1.78	0.19	0.38	0.79	-2.42	-1.5	-0.97	-0.61
ENSG00000134765	DSC1	0.3	0.59	1.18	0.45	1.16	0.33	-0.32	0	0.01	0.01	-2.18	-2.2	-2.7	-3.09
ENSG00000135821	GLUL	-0.03	-0.07	-0.14	-0.7	-0.75	-1.52	-2.17	-0.12	-0.24	-0.47	-1.58	-1.41	-1.24	-1.12
ENSG00000136231	IGF2BP3	0.08	0.16	0.31	-0.09	-0.32	-0.55	-0.71	-0.11	-0.22	-0.45	-0.73	-0.65	-0.35	-0.11
ENSG00000136261	BZW2	-0.28	-0.56	-1.11	-0.65	-1.27	-1.54	-1.71	0.02	0.04	0.07	-1.66	-1.34	-1.11	-0.95
ENSG00000138594	TMOD3	0.07	0.15	0.3	-0.1	-0.37	-0.38	-0.37	-0.04	-0.08	-0.15	-1.04	-0.83	-0.7	-0.61
ENSG00000138777	PPA2	0.11	0.22	0.46	0.07	1.08	0.69	0.53	-0.02	-0.04	-0.09	-1.17	-0.21	-0.87	-1.18
ENSG00000138796	HADH	0.04	0.09	0.2	-0.38	0.16	0.44	0.63	0.01	0.01	0	-0.08	0.03	-0.16	-0.33
ENSG00000140395	WDR61	0.31	0.62	1.24	1.43	1.22	0.77	0.41	-0.11	-0.21	-0.43	-1.86	-1.29	-0.81	-0.46
ENSG00000140525	FANCI	-0.09	-0.19	-0.39	-0.43	-0.36	-0.48	-0.59	-0.11	-0.21	-0.42	-1.47	-1.01	-0.56	-0.21
ENSG00000142655	PEX14	0.14	0.27	0.51	0.64	0.72	0.23	-0.2	0.06	0.12	0.24	-0.9	-0.23	0.42	0.92
ENSG00000143401	ANP32E	-0.01	-0.01	0	-0.53	-0.74	-0.88	-0.97	-0.03	-0.06	-0.12	-0.17	-0.22	-0.19	-0.17
ENSG00000143416	SELENBP1	0	-0.01	-0.01	-0.83	-1.38	-1.77	-2.05	0.03	0.06	0.12	-1.17	-0.91	-0.68	-0.52
ENSG00000146112	PPP1R18	0.18	0.36	0.72	-0.17	-0.08	0.45	0.89	0	0	0.01	-1.37	-0.76	-1.01	-1.17
ENSG00000146676	PURB	-0.61	-1.22	-2.44	-2.75	-2.17	-1.39	-0.8	-0.34	-0.68	-1.37	-0.87	-0.46	0.03	0.41
ENSG00000146858	ZC3HAV1L	0.08	0.16	0.3	0.6	0.14	0.31	0.49	0.1	0.2	0.39	-1.64	-1.12	-0.57	-0.15
ENSG00000152642	GPD1L	0.08	0.17	0.33	0.04	0.26	-0.33	-0.83	-0.23	-0.46	-0.92	-2.01	-1.74	-1.42	-1.16
ENSG00000153071	DAB2	0.04	0.08	0.15	-0.23	-0.77	-1.26	-1.62	-0.04	-0.07	-0.13	-1.75	-1.69	-1.5	-1.37
ENSG00000153904	DDAH1	0.12	0.23	0.47	-0.11	-0.12	-0.65	-0.85	-0.01	-0.02	-0.04	-0.45	-0.4	-0.21	-0.07
ENSG00000159176	CSRP1	-0.07	-0.14	-0.28	-0.11	-0.11	0.16	0.26	-0.05	-0.09	-0.17	0.08	0.11	0.02	-0.06
ENSG00000159348	CYB5R1	-0.04	-0.08	-0.17	0.22	0.22	0.28	0.34	-0.06	-0.11	-0.22	-0.72	0.75	1.03	1.4
ENSG00000162614	NEXN	-0.01	-0.03	-0.04	-0.73	-0.97	-1.82	-2.52	0.26	0.52	1.03	-0.54	-0.79	-1.03	-1.2
ENSG00000162819	BROX	-0.11	-0.22	-0.43	-0.27	-0.31	-0.54	-0.73	-0.07	-0.13	-0.25	-0.46	0	0.58	1.01
ENSG00000162851	TFB2M	-0.03	-0.05	-0.1	0.61	0.42	0.68	0.92	0.18	0.37	0.74	-0.82	-0.45	-0.74	-1.05
ENSG00000163453	IGFBP7	-0.72	-1.44	-2.87	-2.45	-1.03	-1.43	-1.92	-0.54	-1.07	-2.14	-2.59	-1.82	-1.24	-0.83
ENSG00000163558	PRKCI	-0.17	-0.34	-0.68	-0.95	-2.79	-0.53	0.59	0.1	0.2	0.4	-2.63	-2.3	-1.88	-1.56
ENSG00000163882	POLR2H	-0.35	-0.7	-1.38	-0.3	-0.57	-0.67	-0.73	-0.13	-0.27	-0.54	-1.15	-0.1	-0.25	-0.42
ENSG00000163956	LRPAP1	-0.12	-0.24	-0.46	-1.45	-2.3	-1.97	-1.6	0.14	0.28	0.55	-1.64	-0.74	-1.02	-1.32
ENSG00000165458	INPPL1	-0.12	-0.24	-0.46	0.82	0.63	0.18	-0.17	-0.19	-0.38	-0.75	-2.93	-2.45	-2.25	-2.12
ENSG00000166986	MARS	-0.06	-0.12	-0.25	-0.52	-0.89	-0.82	-0.84	-0.05	-0.1	-0.19	-0.34	-0.27	-0.01	0.2
ENSG00000167110	GOLGA2	-0.02	-0.05	-0.1	0.5	0.17	-0.06	-0.22	-0.33	-0.66	-1.33	-2.59	-1.3	-1.35	-1.5
ENSG00000167862	ICT1	0.01	0.01	0.04	-0.58	-0.74	-0.96	-1.13	0.02	0.05	0.12	0.96	0.16	0.3	0.26
ENSG00000168496	FEN1	0.09	0.17	0.34	-0.1	-0.05	-0.13	-0.19	0	-0.01	-0.02	-0.43	-0.48	-0.62	-0.72
ENSG00000168610	STAT3	-0.06	-0.11	-0.23	-0.75	-0.56	-0.57	-0.59	0.02	0.03	0.05	-1.74	-1.54	-1.35	-1.21
ENSG00000168924	LETM1	0.02	0.03	0.05	0.2	-0.28	-0.14	0.02	0.04	0.09	0.2	0.26	-0.54	-0.53	-0.64
ENSG00000169032	MAP2K1	-0.04	-0.08	-0.16	-0.85	-0.36	0.14	0.51	0.02	0.04	0.1	-0.46	0.74	1.75	2.49
ENSG00000170558	CDH2	-0.16	-0.32	-0.65	-0.99	-0.91	-0.8	-0.71	-0.1	-0.19	-0.39	0.06	-0.24	-0.52	-0.73
ENSG00000171634	BPTF	0.06	0.12	0.23	0.5	-0.19	-0.32	-0.42	0.1	0.2	0.37	1.66	1.65	1.1	0.64
ENSG00000172239	PAIP1	-0.28	-0.55	-1.07	-0.35	0.25	0.06	-0.12	-0.17	-0.33	-0.66	-2.36	-2.15	-1.93	-1.76
ENSG00000172572	PDE3A	0.27	0.54	1.07	0.31	-0.15	-0.34	-0.46	-0.05	-0.1	-0.2	-1.24	-1.02	-1.01	-1.02
ENSG00000172660	TAF15	-0.05	-0.1	-0.19	-0.55	-0.95	-0.6	-0.3	-0.03	-0.05	-0.11	-0.45	-0.6	-0.89	-1.1
ENSG00000172893	DHCR7	0.42	0.84	1.68	1.93	0.74	0.84	1.06	0.03	0.06	0.14	0.74	0.23	0.5	0.8
ENSG00000173757	STAT5B	-0.22	-0.45	-0.91	1.73	1.48	2	2.46	-0.23	-0.45	-0.91	-2.73	-2.68	-2.71	-2.74
ENSG00000174780	SRP72	-0.21	-0.42	-0.83	-1.66	-1.16	-0.89	-0.7	-0.03	-0.05	-0.11	-1.06	-0.88	-1.07	-1.16
ENSG00000175029	CTBP2	0.19	0.36	0.72	0.43	-0.83	0.13	0.53	-0.4	-0.8	-1.6	-1.96	-0.66	-0.12	0.19
ENSG00000175130	MARCKSL1	0.01	0.02	0.05	-0.3	-0.59	-1.32	-1.89	-0.08	-0.15	-0.3	-0.54	-0.88	-0.8	-0.71
ENSG00000175220	ARHGAP1	-0.18	-0.36	-0.72	-0.89	-0.95	-1.42	-1.72	0	0	0	-1.47	-1.37	-1.05	-0.84
ENSG00000175445	LPL	0.13	0.27	0.52	0.55	0.51	0.79	0.94	-0.04	-0.08	-0.15	-0.82	-0.91	-0.91	-0.9
ENSG00000176890	TYMS	0.15	0.29	0.59	-0.67	-1.41	-1.91	-2.26	-0.04	-0.07	-0.14	-1.69	-1.53	-1.21	-0.99
ENSG00000177646	ACAD9	0.17	0.35	0.68	0.25	0.52	0.73	0.88	0.13	0.26	0.52	-0.63	-0.14	-0.24	-0.37
ENSG00000178695	KCTD12	0.15	0.3	0.61	0.46	0.38	-0.14	-0.47	-0.07	-0.14	-0.28	-0.01	-0.14	-0.14	-0.11
ENSG00000179409	GEMIN4	0.32	0.64	1.28	-0.82	-0.26	0.35	0.82	0.16	0.33	0.67	-0.66	-0.43	-0.23	-0.09
ENSG00000182481	KPNA2	-0.12	-0.25	-0.49	-0.71	-0.93	-1.4	-1.71	-0.1	-0.21	-0.43	-0.86	-0.89	-1.23	-1.51
ENSG00000182919	C11orf54	-0.18	-0.36	-0.74	-1.27	-0.15	0.97	1.81	-0.26	-0.52	-1.03	-1.62	-0.86	-0.22	0.24
ENSG00000183291	Sep-15	-0.08	-0.17	-0.33	-0.48	-0.69	-0.84	-0.94	0.19	0.37	0.7	-0.33	-1.12	-1.54	-1.83
ENSG00000184357	HIST1H1B	0.06	0.12	0.23	0.34	0.19	0.07	-0.02	0.1	0.21	0.42	0.29	0.08	-0.06	-0.17
ENSG00000186184	POLR1D	-0.58	-1.16	-2.33	-2.59	-1.75	-1.15	-0.73	-0.14	-0.28	-0.55	-0.68	-1.21	-1.26	-1.25
ENSG00000189159	HN1	0	-0.01	-0.01	-0.46	-0.43	-0.65	-0.84	0	0	0	-0.23	-0.42	-0.55	-0.64
ENSG00000196510	ANAPC7	-0.16	-0.33	-0.69	-0.81	-1.37	-1.42	-1.43	-0.03	-0.07	-0.13	-0.9	-0.9	-0.89	-0.88
ENSG00000196975	ANXA4	-0.13	-0.26	-0.53	-0.28	-0.41	-0.83	-1.16	0.16	0.31	0.63	-0.51	-0.11	0.29	0.59
ENSG00000197879	MYO1C	0.01	0.03	0.05	0.06	-0.24	-0.18	-0.1	0.01	0.01	0.02	0.61	0.15	-0.26	-0.57
ENSG00000198231	DDX42	0.03	0.06	0.12	-0.4	-1.09	-0.95	-0.78	-0.15	-0.3	-0.61	-0.95	-0.8	-1.29	-1.61
ENSG00000198959	TGM2	-0.03	-0.05	-0.1	-0.85	-1.11	-1.66	-2.09	-0.01	-0.01	-0.01	-1.09	-1.07	-1.14	-1.21
ENSG00000204590	GNL1	-0.15	-0.29	-0.59	-1.11	-0.9	-1.25	-1.55	-0.04	-0.09	-0.19	0.9	0.9	0.83	0.81
ENSG00000204843	DCTN1	0.1	0.2	0.39	-0.42	-0.42	-0.27	-0.14	0.03	0.07	0.14	-0.44	-0.33	-0.24	-0.18
ENSG00000205937	RNPS1	0.17	0.34	0.67	-0.15	-0.39	-0.18	-0.01	-0.02	-0.04	-0.07	-0.19	-0.37	-0.69	-0.93
ENSG00000228716	DHFR	-0.13	-0.24	-0.48	-0.78	-1.62	-2.12	-2.55	0.12	0.25	0.52	-0.25	-0.09	0.12	0.28
ENSG00000002549	LAP3	0	0	0.01	-0.46	-0.23	-0.43	-0.57	-0.01	-0.03	-0.07	-0.15	-0.03	0.08	0.16
ENSG00000002834	LASP1	-0.13	-0.27	-0.53	-0.17	-0.13	-0.48	-0.75	0.01	0.03	0.05	0.24	0.06	0.05	0.02
ENSG00000010244	ZNF207	-0.02	-0.05	-0.09	0.22	0.27	0.01	-0.22	-0.03	-0.07	-0.14	-0.55	-0.63	-0.73	-0.81
ENSG00000018510	AGPS	-0.01	-0.02	-0.04	0.24	0.14	0.26	0.33	-0.09	-0.19	-0.37	0.05	-0.07	-0.6	-0.94
ENSG00000029993	HMGB3	-0.04	-0.07	-0.15	-0.01	0.1	0.19	0.25	0.05	0.1	0.21	0.39	0.08	-0.21	-0.42
ENSG00000030582	GRN	0.11	0.21	0.4	0.6	-0.15	-0.27	-0.28	-0.11	-0.22	-0.42	0.8	-0.11	0.72	1.53
ENSG00000064703	DDX20	-0.21	-0.42	-0.83	-0.42	-0.43	-0.21	-0.04	-0.03	-0.07	-0.14	-1.11	-0.96	-1.35	-1.69
ENSG00000069345	DNAJA2	0.03	0.06	0.12	-0.28	-0.26	-0.21	-0.18	-0.07	-0.13	-0.26	-0.63	-0.01	0.6	1.06
ENSG00000073578	SDHA	0.03	0.05	0.09	-0.07	-0.05	0.16	0.34	0.06	0.11	0.22	0.07	0.07	-0.09	-0.19
ENSG00000075624	ACTB	0	0.01	0.02	0.34	0.15	-0.05	-0.19	0.02	0.05	0.09	0.39	0.2	0.06	-0.04
ENSG00000076554	PrLZ	-0.13	-0.27	-0.54	-0.25	-0.33	-0.44	-0.53	0.01	0.02	0.04	-0.3	-0.17	-0.01	0.1
ENSG00000085491	SLC25A24	0.26	0.53	1.06	1.3	0.95	1.04	1.16	0.05	0.09	0.18	0.76	0.86	0.93	0.98
ENSG00000086062	B4GALT1	-0.03	-0.06	-0.14	-0.31	-0.58	-0.43	-0.27	-0.03	-0.05	-0.1	-0.29	-0.48	-0.78	-1.01
ENSG00000087111	PIGS	-0.02	-0.04	-0.07	-0.5	-0.49	-0.46	-0.45	0.13	0.26	0.51	-0.08	-0.66	-0.86	-0.98
ENSG00000088986	DYNLL1	0.08	0.15	0.3	-0.11	-0.13	-0.02	0.06	0	0	0	0.17	0.15	0.22	0.28
ENSG00000092841	MYL6	0.05	0.11	0.21	0.16	0.2	0.02	-0.13	-0.02	-0.04	-0.08	-0.17	-0.3	-0.36	-0.4
ENSG00000095002	MSH2	-0.48	-0.95	-1.91	-1.76	-1.05	-0.6	-0.3	0.24	0.48	0.96	1	0.81	0.74	0.7
ENSG00000099783	HNRNPM	0.05	0.1	0.2	0.09	0.1	0.32	0.49	0.03	0.06	0.13	-0.13	0.16	-0.16	-0.31
ENSG00000100075	SLC25A1	0.22	0.43	0.84	0.41	0.26	0.76	1.22	0.22	0.44	0.88	0.74	0.43	0.66	0.9
ENSG00000100401	RANGAP1	-0.07	-0.14	-0.28	-0.49	-0.58	-0.76	-0.9	0.01	0.01	0.02	-0.87	-0.95	-1.08	-1.17
ENSG00000100442	FKBP3	0.11	0.21	0.43	-0.47	-0.68	-1.01	-1.25	0.05	0.11	0.23	-0.14	-0.07	0.21	0.42
ENSG00000100714	MTHFD1	0.08	0.17	0.35	-0.08	-0.04	-0.25	-0.44	0.07	0.15	0.31	-0.05	-0.01	0.01	0.03
ENSG00000101856	PGRMC1	-0.12	-0.24	-0.48	-0.37	-0.37	0	0.31	0.07	0.15	0.3	-0.36	-0.1	-0.12	-0.15
ENSG00000101986	ABCD1	0.02	0.04	0.08	-0.78	-1.29	-1.23	-1.15	-0.36	-0.72	-1.45	-1.16	-0.82	-0.65	-0.54
ENSG00000102309	PIN4	0.2	0.41	0.82	0.02	-0.87	-0.19	0.47	-0.16	-0.31	-0.64	-0.4	-1.56	-1.65	-1.63
ENSG00000103187	COTL1	-0.01	-0.02	-0.04	0.03	0.19	0.09	0	-0.04	-0.08	-0.15	-0.2	-0.16	-0.17	-0.18
ENSG00000103363	TCEB2	-0.02	-0.04	-0.09	-0.34	-0.35	-0.36	-0.36	-0.07	-0.14	-0.29	-1.06	-1.08	-0.77	-0.51
ENSG00000104356	POP1	-0.18	-0.34	-0.68	-0.17	-0.28	-0.38	-0.46	0.06	0.12	0.24	0.69	0.59	0.5	0.43
ENSG00000106211	HSPB1	-0.09	-0.18	-0.35	-0.13	-0.38	-0.63	-0.82	-0.06	-0.12	-0.24	-0.41	-0.42	-0.51	-0.58
ENSG00000108064	TFAM	0.16	0.33	0.66	0.35	0.18	0.35	0.53	0.03	0.05	0.09	1.37	1.27	1.24	1.23
ENSG00000108578	BLMH	0.16	0.33	0.65	-0.16	-0.02	-0.59	-0.91	0.06	0.13	0.26	-0.18	-0.19	-0.07	0.03
ENSG00000109107	ALDOC	0.23	0.46	0.92	-0.61	-0.06	0.13	0.26	-0.26	-0.52	-1.02	0.27	-0.26	-1.15	-1.88
ENSG00000112992	NNT	-0.04	-0.08	-0.16	0.15	0.08	0.11	0.15	0.01	0.02	0.04	0.26	0.16	0.11	0.08
ENSG00000113048	MRPS27	0.34	0.68	1.36	0.35	0.94	1.53	1.97	0.14	0.28	0.56	0.81	0.52	0.27	0.09
ENSG00000113068	PFDN1	0.17	0.34	0.66	-0.57	-0.5	-0.91	-1.26	0.13	0.27	0.55	0.15	0.23	0.33	0.4
ENSG00000113368	LMNB1	-0.07	-0.15	-0.3	0.08	-0.13	-0.23	-0.29	0.07	0.15	0.3	0.07	-0.1	-0.31	-0.46
ENSG00000114353	GNAI2	0.03	0.06	0.12	0.05	0.09	0.17	0.23	0.08	0.17	0.33	0.53	0.42	0.34	0.29
ENSG00000115365	LANCL1	0.01	0.02	0.04	-1.02	-0.58	-0.71	-0.88	-0.02	-0.03	-0.06	-0.72	-0.62	-0.53	-0.46
ENSG00000116171	SCP2	-0.12	-0.24	-0.47	-0.91	-0.76	-0.65	-0.58	-0.05	-0.1	-0.2	-0.23	-0.45	-0.54	-0.59
ENSG00000116752	BCAS2	0.06	0.12	0.24	0.49	0.17	0.3	0.39	-0.08	-0.15	-0.29	-0.79	-0.8	-1.08	-1.25
ENSG00000117632	STMN1	-0.06	-0.11	-0.21	-0.07	-0.28	-0.26	-0.23	0.02	0.04	0.08	0.28	-0.03	-0.1	-0.13
ENSG00000119396	RAB14	0.01	0.03	0.06	-0.19	-0.2	-0.09	0.01	-0.05	-0.09	-0.18	0.02	-0.01	0.01	0.03
ENSG00000120438	TCP1	-0.02	-0.05	-0.09	0.06	0.06	-0.19	-0.29	0.01	0.02	0.04	-0.11	-0.08	0.09	0.21
ENSG00000120802	TMPO	0	-0.01	-0.01	0.42	0.11	-0.2	-0.43	0.07	0.14	0.28	0.46	0.12	-0.22	-0.47
ENSG00000122545	Sep-07	0.09	0.17	0.33	0.27	0.03	-0.16	-0.29	0.02	0.04	0.08	0.27	0.01	-0.27	-0.49
ENSG00000122873	CISD1	-0.09	-0.18	-0.35	-1.6	-0.32	-0.17	-0.19	0.11	0.21	0.42	0.37	0.55	0.26	0.03
ENSG00000123064	DDX54	-0.05	-0.1	-0.19	0.61	0.05	0.28	0.34	-0.09	-0.18	-0.36	-0.02	-0.89	-0.18	0.13
ENSG00000123416	TUBA1B	-0.04	-0.09	-0.17	-0.01	-0.02	0	0.01	0.04	0.08	0.16	-0.06	0.07	0.09	0.1
ENSG00000124529	HIST1H4A	0.05	0.1	0.2	0.5	0.16	0.06	-0.04	0.12	0.24	0.48	1.08	1.1	0.88	0.73
ENSG00000124575	HIST1H1D	0.03	0.06	0.12	0.36	0.32	0.17	0.09	0.09	0.17	0.35	0.12	0.04	-0.04	-0.11
ENSG00000124635	HIST1H2BJ	-0.04	-0.07	-0.14	0.24	0.26	0.27	0.27	0.02	0.05	0.1	0.46	0.43	0.38	0.34
ENSG00000128245	YWHAH	-0.08	-0.16	-0.32	0.14	0.01	-0.13	-0.24	-0.04	-0.08	-0.17	-0.17	-0.14	-0.28	-0.4
ENSG00000128567	PODXL	0.19	0.37	0.75	0.28	0.28	0.55	0.73	0.15	0.3	0.6	0.22	-0.02	-0.26	-0.44
ENSG00000128591	FLNC	0.17	0.35	0.69	-0.18	-0.41	-0.63	-0.79	-0.11	-0.23	-0.45	-0.82	-0.8	-0.72	-0.65
ENSG00000130309	GLT25D1	-0.1	-0.21	-0.41	0.03	-0.44	-0.38	-0.29	0.07	0.13	0.25	-0.15	-0.21	-0.36	-0.47
ENSG00000130635	COL5A1	-0.13	-0.26	-0.52	-0.86	-1.42	-1.53	-1.59	-0.06	-0.12	-0.24	-0.21	-1.47	-1.86	-2.11
ENSG00000132688	NES	0.31	0.61	1.22	0.24	-0.52	-0.55	-0.49	-0.29	-0.59	-1.19	-0.85	-1.71	-1.7	-1.6
ENSG00000137710	RDX	-0.05	-0.09	-0.19	-0.1	-0.08	-0.39	-0.57	0	0	0.01	-0.02	-0.12	-0.24	-0.33
ENSG00000139343	SNRPF	0.2	0.4	0.8	-0.33	-0.1	-0.12	-0.16	0.06	0.13	0.27	0.55	0.42	0.33	0.26
ENSG00000141378	PTRH2	0.03	0.07	0.13	-0.48	-0.06	0.43	0.78	0.05	0.09	0.19	0.82	0.78	0.55	0.37
ENSG00000143641	GALNT2	0.08	0.16	0.31	-0.28	-0.52	-0.63	-0.71	-0.04	-0.07	-0.14	-0.64	-1.06	-1.22	-1.33
ENSG00000145833	DDX46	0.07	0.14	0.27	0.14	0.16	-0.04	-0.21	-0.11	-0.21	-0.43	0.01	0.2	-0.19	-0.5
ENSG00000147684	NDUFB9	0.18	0.36	0.69	-0.1	0.1	0.61	1.03	0.45	0.89	1.8	0.79	0.56	0.45	0.37
ENSG00000148175	STOM	-0.09	-0.18	-0.36	-0.32	-0.42	-0.14	0.12	-0.03	-0.07	-0.13	-0.65	-0.98	-1.18	-1.32
ENSG00000148303	RPL7A	0.03	0.05	0.1	0.04	0.33	0.29	0.31	-0.02	-0.04	-0.08	0.08	0.13	0.14	0.15
ENSG00000149273	RPS3	0.05	0.09	0.18	0.17	0.22	0.27	0.31	-0.02	-0.04	-0.07	0.24	0.2	0.22	0.24
ENSG00000150782	IL18	-0.37	-0.75	-1.49	-0.97	-0.68	-0.76	-0.76	-0.25	-0.49	-0.97	-1.75	-1.29	-0.97	-0.75
ENSG00000151729	SLC25A4	-0.01	-0.01	-0.02	0.21	-0.03	0.05	0.13	0.16	0.33	0.65	0.3	0.58	0.12	-0.29
ENSG00000151923	TIAL1	0.42	0.84	1.67	-0.31	0.43	1.43	2.2	-0.14	-0.28	-0.57	-0.51	-1.09	-1.32	-1.45
ENSG00000152767	FARP1	-0.04	-0.08	-0.16	0.36	0.13	-0.06	-0.2	0.05	0.1	0.22	0.72	-0.18	-0.66	-0.95
ENSG00000152952	PLOD2	-0.09	-0.19	-0.39	-1.04	-1.97	-0.87	-0.29	-0.08	-0.16	-0.32	-0.83	-1.26	-1.81	-2.21
ENSG00000155130	MARCKS	-0.14	-0.28	-0.56	0.09	-0.13	-0.37	-0.55	-0.18	-0.36	-0.72	-0.47	-0.9	-1.01	-1.1
ENSG00000156531	PHF6	0.44	0.88	1.76	-1.18	-0.58	-0.12	0.21	0.03	0.05	0.12	-0.19	-0.54	-0.7	-0.81
ENSG00000158373	HIST2H2BF	0.06	0.12	0.23	0.28	0.38	0.63	0.83	0.15	0.29	0.57	1.31	1.33	1.28	1.25
ENSG00000158710	TAGLN2	0.03	0.07	0.13	0.1	-0.13	-0.42	-0.65	0.07	0.15	0.3	-0.05	-0.12	-0.19	-0.25
